original_image,crop_filename,split,class_id,class_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,source
train\images\1307210661-0002-R.jpg,1307210661-0002-R_crop_018.png,train,0,ring,1758,972,1828,1034,ground_truth
train\images\1307210661-0002-R.jpg,1307210661-0002-R_crop_019.png,train,0,ring,1827,136,1902,199,ground_truth
train\images\1307210661-0002-R.jpg,1307210661-0002-R_crop_020.png,train,0,ring,2030,1723,2094,1787,ground_truth
train\images\1307210661-0002-R.jpg,1307210661-0002-R_crop_021.png,train,0,ring,2281,1666,2346,1716,ground_truth
train\images\1307210661-0002-R.jpg,1307210661-0002-R_crop_022.png,train,0,ring,2356,845,2423,900,ground_truth
train\images\1307210661-0002-R.jpg,1307210661-0002-R_crop_023.png,train,0,ring,2479,987,2534,1041,ground_truth
train\images\1307210661-0002-R.jpg,1307210661-0002-R_crop_024.png,train,0,ring,2507,959,2569,1007,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_000.png,train,0,ring,101,46,185,106,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_001.png,train,0,ring,292,762,371,829,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_002.png,train,0,ring,417,189,490,270,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_003.png,train,0,ring,459,1254,527,1324,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_004.png,train,0,ring,553,1197,609,1267,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_005.png,train,0,ring,676,798,741,867,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_006.png,train,0,ring,704,1715,765,1776,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_007.png,train,0,ring,762,790,839,851,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_008.png,train,0,ring,775,1447,832,1511,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_009.png,train,0,ring,776,1050,860,1107,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_010.png,train,0,ring,834,748,908,821,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_011.png,train,0,ring,1004,1333,1065,1408,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_012.png,train,0,ring,1212,1222,1287,1276,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_013.png,train,0,ring,1215,1713,1308,1777,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_014.png,train,0,ring,1284,540,1352,605,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_015.png,train,0,ring,1322,1232,1379,1297,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_016.png,train,0,ring,1420,992,1505,1065,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_017.png,train,0,ring,1530,1282,1602,1361,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_018.png,train,0,ring,1581,828,1632,902,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_019.png,train,0,ring,1669,160,1736,230,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_020.png,train,0,ring,1742,1096,1804,1170,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_021.png,train,0,ring,2010,1167,2077,1226,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_022.png,train,0,ring,2158,617,2231,711,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_023.png,train,0,ring,2188,173,2260,249,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_024.png,train,0,ring,2245,1278,2300,1366,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_025.png,train,0,ring,2245,1093,2298,1148,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_026.png,train,0,ring,2275,1797,2340,1883,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_027.png,train,0,ring,2270,303,2349,375,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_028.png,train,0,ring,2290,1020,2372,1123,ground_truth
train\images\1307210661-0003-R.jpg,1307210661-0003-R_crop_029.png,train,0,ring,2370,970,2445,1043,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_000.png,train,0,ring,260,471,328,535,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_001.png,train,0,ring,280,68,355,141,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_002.png,train,0,ring,488,1197,535,1267,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_003.png,train,0,ring,580,69,651,133,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_004.png,train,0,ring,593,296,667,349,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_005.png,train,0,ring,618,1272,689,1321,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_006.png,train,0,ring,794,399,841,468,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_007.png,train,0,ring,831,1733,898,1777,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_008.png,train,0,ring,882,1413,937,1480,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_009.png,train,0,ring,893,1276,949,1341,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_010.png,train,0,ring,897,400,959,457,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_011.png,train,0,ring,908,302,962,376,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_012.png,train,0,ring,933,205,991,290,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_013.png,train,0,ring,979,320,1039,376,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_014.png,train,0,ring,1063,718,1140,766,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_015.png,train,0,ring,1079,1023,1144,1093,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_016.png,train,0,ring,1095,286,1141,348,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_017.png,train,0,ring,1136,395,1203,475,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_018.png,train,0,ring,1164,1730,1222,1792,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_019.png,train,0,ring,1174,1645,1230,1707,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_020.png,train,0,ring,1259,545,1313,610,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_021.png,train,0,ring,1459,1255,1519,1324,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_022.png,train,0,ring,1513,246,1578,313,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_023.png,train,0,ring,1552,1035,1609,1085,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_024.png,train,0,ring,1675,1348,1729,1403,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_025.png,train,0,ring,1803,1713,1851,1777,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_026.png,train,0,ring,1798,1104,1872,1166,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_027.png,train,0,ring,1816,1167,1892,1222,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_028.png,train,0,ring,1856,790,1961,843,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_029.png,train,0,ring,1970,1061,2035,1111,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_030.png,train,0,ring,1994,1534,2059,1591,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_031.png,train,0,ring,2317,1114,2374,1173,ground_truth
train\images\1307210661-0004-R.jpg,1307210661-0004-R_crop_032.png,train,0,ring,2327,208,2392,285,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_000.png,train,0,ring,15,408,91,483,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_001.png,train,0,ring,139,1194,201,1249,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_002.png,train,0,ring,374,1545,439,1599,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_003.png,train,0,ring,647,1357,721,1419,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_004.png,train,0,ring,676,1843,736,1901,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_005.png,train,0,ring,742,753,797,833,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_006.png,train,0,ring,940,1200,1004,1269,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_007.png,train,0,ring,968,9,1048,89,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_008.png,train,0,ring,1002,1678,1069,1748,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_009.png,train,0,ring,1059,689,1112,745,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_010.png,train,0,ring,1070,1272,1146,1331,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_011.png,train,0,ring,1072,624,1148,679,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_012.png,train,0,ring,1283,204,1349,266,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_013.png,train,0,ring,1328,689,1395,749,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_014.png,train,0,ring,1364,1570,1433,1618,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_015.png,train,0,ring,1442,307,1521,352,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_016.png,train,0,ring,1613,822,1678,887,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_017.png,train,0,ring,1646,712,1724,764,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_018.png,train,0,ring,1686,1358,1758,1430,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_019.png,train,0,ring,1715,1031,1791,1089,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_020.png,train,0,ring,1774,1294,1818,1343,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_021.png,train,0,ring,1789,1148,1847,1202,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_022.png,train,0,ring,2062,1349,2135,1428,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_023.png,train,0,ring,2108,1177,2175,1242,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_024.png,train,0,ring,2353,823,2412,892,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_025.png,train,0,ring,2382,235,2454,303,ground_truth
train\images\1307210661-0005-R.jpg,1307210661-0005-R_crop_026.png,train,0,ring,2503,823,2568,897,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_000.png,train,0,ring,173,1763,244,1835,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_001.png,train,0,ring,281,976,350,1047,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_002.png,train,0,ring,315,713,395,768,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_003.png,train,0,ring,322,798,387,857,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_004.png,train,0,ring,439,1286,514,1371,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_005.png,train,0,ring,488,840,570,898,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_006.png,train,0,ring,594,1776,664,1845,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_007.png,train,0,ring,761,1831,819,1893,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_008.png,train,0,ring,772,562,862,652,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_009.png,train,0,ring,811,1334,886,1396,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_010.png,train,0,ring,1031,937,1097,988,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_011.png,train,0,ring,1349,1389,1416,1451,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_012.png,train,0,ring,1376,1056,1441,1127,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_013.png,train,0,ring,1379,979,1448,1053,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_014.png,train,0,ring,1740,1138,1805,1204,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_015.png,train,0,ring,1817,1772,1881,1849,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_016.png,train,0,ring,1946,1726,2022,1806,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_017.png,train,0,ring,2096,210,2155,265,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_018.png,train,0,ring,2110,1286,2191,1346,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_019.png,train,0,ring,2219,1634,2296,1693,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_020.png,train,0,ring,2238,533,2299,592,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_021.png,train,0,ring,2316,1366,2366,1443,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_022.png,train,0,ring,2321,416,2401,466,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_023.png,train,0,ring,2360,1275,2420,1331,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_024.png,train,0,ring,2433,136,2483,211,ground_truth
train\images\1307210661-0006-R.jpg,1307210661-0006-R_crop_025.png,train,0,ring,2471,1175,2530,1234,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_000.png,train,0,ring,392,1492,448,1557,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_001.png,train,0,ring,415,1472,479,1515,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_002.png,train,0,ring,426,443,487,502,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_003.png,train,0,ring,438,1026,500,1077,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_004.png,train,0,ring,701,940,753,989,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_005.png,train,0,ring,708,1007,784,1053,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_006.png,train,0,ring,725,1483,798,1553,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_007.png,train,0,ring,873,732,927,791,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_008.png,train,0,ring,898,388,945,466,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_009.png,train,0,ring,970,1415,1136,1549,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_010.png,train,0,ring,1021,1041,1085,1105,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_011.png,train,0,ring,1026,676,1111,731,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_012.png,train,0,ring,1142,738,1205,802,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_013.png,train,0,ring,1170,480,1247,555,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_014.png,train,0,ring,1182,1353,1246,1419,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_015.png,train,0,ring,1283,1185,1349,1244,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_016.png,train,0,ring,1385,1524,1441,1569,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_017.png,train,0,ring,1411,1453,1470,1499,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_018.png,train,0,ring,1443,1520,1507,1582,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_019.png,train,0,ring,1499,395,1556,449,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_020.png,train,0,ring,1511,1129,1571,1195,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_021.png,train,0,ring,1566,1277,1622,1329,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_022.png,train,0,ring,1587,96,1641,151,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_023.png,train,0,ring,1600,1128,1654,1187,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_024.png,train,0,ring,1605,1693,1657,1777,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_025.png,train,0,ring,1678,863,1732,929,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_026.png,train,0,ring,1708,294,1770,356,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_027.png,train,0,ring,1713,356,1779,411,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_028.png,train,0,ring,1751,1546,1826,1611,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_029.png,train,0,ring,1844,664,1919,719,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_030.png,train,0,ring,2057,1681,2163,1750,ground_truth
train\images\1307210661-0008-R.jpg,1307210661-0008-R_crop_031.png,train,0,ring,2337,838,2405,900,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_000.png,train,0,ring,483,228,539,305,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_001.png,train,0,ring,534,1621,597,1695,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_002.png,train,0,ring,1120,1448,1172,1512,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_003.png,train,0,ring,1119,128,1183,184,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_004.png,train,0,ring,1147,210,1202,263,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_005.png,train,0,ring,1264,1864,1323,1923,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_006.png,train,0,ring,1460,249,1525,316,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_007.png,train,0,ring,1904,379,1972,448,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_008.png,train,0,ring,2206,999,2262,1065,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_009.png,train,0,ring,2268,1343,2340,1423,ground_truth
train\images\1307210661-0009-R.jpg,1307210661-0009-R_crop_010.png,train,0,ring,2326,1767,2402,1837,ground_truth
train\images\1307210661-0010-R.jpg,1307210661-0010-R_crop_000.png,train,0,ring,53,951,117,997,ground_truth
train\images\1307210661-0010-R.jpg,1307210661-0010-R_crop_001.png,train,0,ring,105,686,152,772,ground_truth
train\images\1307210661-0010-R.jpg,1307210661-0010-R_crop_002.png,train,0,ring,158,1438,208,1519,ground_truth
train\images\1307210661-0010-R.jpg,1307210661-0010-R_crop_003.png,train,0,ring,170,1507,221,1556,ground_truth
train\images\1307210661-0010-R.jpg,1307210661-0010-R_crop_004.png,train,0,ring,174,262,231,314,ground_truth
train\images\1307210661-0010-R.jpg,1307210661-0010-R_crop_005.png,train,0,ring,502,1025,548,1078,ground_truth
train\images\1307210661-0010-R.jpg,1307210661-0010-R_crop_006.png,train,0,ring,567,1168,619,1227,ground_truth
train\images\1307210661-0010-R.jpg,1307210661-0010-R_crop_007.png,train,0,ring,614,1483,671,1574,ground_truth
train\images\1307210661-0010-R.jpg,1307210661-0010-R_crop_008.png,train,0,ring,622,560,680,614,ground_truth
train\images\1307210661-0010-R.jpg,1307210661-0010-R_crop_009.png,train,0,ring,692,1219,755,1274,ground_truth
