original_image,crop_filename,split,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,dataset_source
train/images/1307210661-0008-R.jpg,1307210661-0008-R_crop_015.jpg,train,0.28426594,1021,1046,1083,1112,988,1015,1116,1143,multispecies
train/images/1307210661-0008-R.jpg,1307210661-0008-R_crop_016.jpg,train,0.27602136,1676,862,1744,935,1646,834,1774,962,multispecies
train/images/1307210661-0008-R.jpg,1307210661-0008-R_crop_017.jpg,train,0.27456346,713,1487,792,1564,688,1461,816,1589,multispecies
train/images/1307210661-0008-R.jpg,1307210661-0008-R_crop_018.jpg,train,0.2690565,892,379,972,472,868,361,996,489,multispecies
train/images/1307210661-0008-R.jpg,1307210661-0008-R_crop_019.jpg,train,0.2565937,432,444,489,501,396,408,524,536,multispecies
train/images/1307210661-0008-R.jpg,1307210661-0008-R_crop_020.jpg,train,0.25463668,2343,832,2412,914,2313,809,2441,937,multispecies
train/images/1307210661-0008-R.jpg,1307210661-0008-R_crop_021.jpg,train,0.25272563,711,1016,767,1072,675,980,803,1108,multispecies
train/images/1707180816-0012-T_R.jpg,1707180816-0012-T_R_crop_000.jpg,train,0.9334672,361,1630,526,1779,379,1640,507,1768,multispecies
train/images/1707180816-0012-T_R.jpg,1707180816-0012-T_R_crop_001.jpg,train,0.42980212,1477,185,1575,289,1462,173,1590,301,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_000.jpg,train,0.79559463,2286,709,2363,779,2260,680,2388,808,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_001.jpg,train,0.74843097,1622,470,1679,529,1586,435,1714,563,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_002.jpg,train,0.6794385,1559,1052,1629,1137,1530,1030,1658,1158,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_003.jpg,train,0.6619669,1368,210,1432,272,1336,177,1464,305,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_004.jpg,train,0.655322,962,1181,1019,1237,926,1145,1054,1273,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_005.jpg,train,0.55398595,679,1256,762,1331,656,1229,784,1357,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_006.jpg,train,0.5352668,316,1431,372,1485,280,1394,408,1522,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_007.jpg,train,0.49969155,444,909,499,971,407,876,535,1004,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_008.jpg,train,0.46090725,2470,500,2540,567,2441,469,2569,597,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_009.jpg,train,0.44213352,890,80,967,156,864,54,992,182,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_010.jpg,train,0.4047263,2276,701,2373,786,2260,679,2388,807,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_011.jpg,train,0.39442888,1615,462,1687,528,1587,431,1715,559,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_012.jpg,train,0.37503195,270,240,364,366,253,239,381,367,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_013.jpg,train,0.36276886,1929,611,1986,675,1893,579,2021,707,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_014.jpg,train,0.34541512,251,931,310,987,216,895,344,1023,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_015.jpg,train,0.3247106,1400,1807,1484,1883,1378,1781,1506,1909,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_016.jpg,train,0.2941519,1944,403,1999,459,1907,367,2035,495,multispecies
train/images/1401080976-0008-T.jpg,1401080976-0008-T_crop_000.jpg,train,0.510434,1169,948,1233,1022,1137,921,1265,1049,multispecies
train/images/1707180816-0005-T.jpg,1707180816-0005-T_crop_000.jpg,train,0.89163035,1379,857,1505,987,1378,858,1506,986,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_000.jpg,train,0.83224344,1373,841,1439,905,1342,809,1470,937,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_001.jpg,train,0.7435963,1753,679,1827,754,1726,652,1854,780,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_002.jpg,train,0.6888484,866,47,922,101,830,10,958,138,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_003.jpg,train,0.668407,1375,840,1454,894,1350,803,1478,931,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_004.jpg,train,0.60223013,1388,1506,1432,1550,1346,1464,1474,1592,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_005.jpg,train,0.5590761,701,331,752,374,662,288,790,416,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_006.jpg,train,0.5529688,2284,15,2327,63,2241,0,2369,103,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_007.jpg,train,0.55233645,451,159,517,225,420,128,548,256,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_008.jpg,train,0.4463562,676,1655,728,1700,638,1613,766,1741,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_009.jpg,train,0.39399514,1528,456,1569,498,1484,413,1612,541,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_010.jpg,train,0.36578783,534,1741,576,1793,491,1703,619,1831,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_011.jpg,train,0.3511976,998,169,1047,216,958,128,1086,256,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_012.jpg,train,0.33768803,718,942,767,987,678,900,806,1028,multispecies
train/images/1708161076-0008-G.jpg,1708161076-0008-G_crop_000.jpg,train,0.6768062,1348,727,1514,877,1367,738,1495,866,multispecies
train/images/1709041080-0031-S.jpg,1709041080-0031-S_crop_000.jpg,train,0.3989626,1189,708,1371,875,1216,727,1344,855,multispecies
train/images/1305121398-0015-S.jpg,1305121398-0015-S_crop_000.jpg,train,0.68570095,834,1073,969,1198,837,1071,965,1199,multispecies
train/images/1709041080-0029-T.jpg,1709041080-0029-T_crop_000.jpg,train,0.7932517,979,1134,1124,1296,987,1151,1115,1279,multispecies
train/images/1305121398-0012-S.jpg,1305121398-0012-S_crop_000.jpg,train,0.37070006,1175,919,1265,1069,1156,930,1284,1058,multispecies
train/images/1408290968-0002-R.jpg,1408290968-0002-R_crop_000.jpg,train,0.420735,1329,900,1408,990,1304,881,1432,1009,multispecies
train/images/1401063467-0010-T.jpg,1401063467-0010-T_crop_000.jpg,train,0.7148429,1113,940,1222,1036,1103,924,1231,1052,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_000.jpg,train,0.78050464,619,1090,697,1161,594,1061,722,1189,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_001.jpg,train,0.76628685,670,557,733,624,637,526,765,654,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_002.jpg,train,0.7329628,891,212,956,273,859,178,987,306,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_003.jpg,train,0.67866886,829,312,888,368,794,276,922,404,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_004.jpg,train,0.6687129,1037,299,1106,360,1007,265,1135,393,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_005.jpg,train,0.64301825,607,1586,691,1649,585,1553,713,1681,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_006.jpg,train,0.6319746,435,857,507,932,407,830,535,958,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_007.jpg,train,0.56809354,2480,398,2546,456,2449,363,2577,491,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_008.jpg,train,0.5193886,2181,304,2258,365,2155,270,2283,398,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_009.jpg,train,0.51206505,2111,576,2177,639,2080,543,2208,671,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_010.jpg,train,0.5002142,1417,1334,1499,1411,1394,1308,1522,1436,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_011.jpg,train,0.4674355,1574,209,1635,273,1540,177,1668,305,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_012.jpg,train,0.45645136,2181,309,2222,366,2137,273,2265,401,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_013.jpg,train,0.44726685,1276,1535,1346,1616,1247,1511,1375,1639,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_014.jpg,train,0.44412208,954,29,1021,96,923,0,1051,126,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_015.jpg,train,0.43250588,2079,1714,2153,1777,2052,1681,2180,1809,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_016.jpg,train,0.32051438,1731,112,1786,176,1694,80,1822,208,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_017.jpg,train,0.30209568,502,1844,571,1928,472,1822,600,1944,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_018.jpg,train,0.2814474,884,204,964,278,860,177,988,305,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_019.jpg,train,0.2544204,56,435,110,489,19,398,147,526,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_000.jpg,train,0.8864062,1461,702,1568,803,1450,688,1578,816,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_001.jpg,train,0.8533864,1529,1283,1590,1334,1495,1244,1623,1372,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_002.jpg,train,0.8307555,1567,1475,1630,1533,1534,1440,1662,1568,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_003.jpg,train,0.81528467,968,1186,1023,1235,931,1146,1059,1274,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_004.jpg,train,0.7963815,1794,1196,1848,1242,1757,1155,1885,1283,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_005.jpg,train,0.6688852,636,867,744,943,626,841,754,969,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_006.jpg,train,0.6392211,986,1435,1049,1503,953,1405,1081,1533,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_007.jpg,train,0.59409213,2062,662,2121,722,2027,628,2155,756,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_008.jpg,train,0.5800089,67,1472,115,1518,27,1431,155,1559,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_009.jpg,train,0.5696281,2115,1732,2173,1793,2080,1698,2208,1826,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_010.jpg,train,0.5328119,1079,276,1129,331,1040,239,1168,367,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_011.jpg,train,0.52527493,284,71,348,133,252,38,380,166,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_012.jpg,train,0.5128615,882,1508,947,1574,850,1477,978,1605,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_013.jpg,train,0.48280835,1298,730,1351,785,1260,693,1388,821,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_014.jpg,train,0.4694187,775,1063,827,1121,737,1028,865,1156,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_015.jpg,train,0.4643335,985,106,1054,176,955,77,1083,205,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_016.jpg,train,0.4641836,1962,29,2017,71,1925,0,2053,114,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_017.jpg,train,0.4542754,2166,101,2243,164,2140,68,2268,196,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_018.jpg,train,0.4420543,640,873,718,941,615,843,743,971,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_019.jpg,train,0.43022448,689,871,742,939,651,841,779,969,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_020.jpg,train,0.40573868,1011,1701,1068,1777,975,1675,1103,1803,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_021.jpg,train,0.4006608,1757,1495,1814,1547,1721,1457,1849,1585,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_022.jpg,train,0.39449656,12,420,62,468,0,380,101,508,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_023.jpg,train,0.3922634,241,646,301,707,207,612,335,740,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_024.jpg,train,0.391742,508,1823,587,1897,483,1796,611,1924,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_025.jpg,train,0.3296818,963,1177,1030,1235,932,1142,1060,1270,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_026.jpg,train,0.32848328,1563,1468,1637,1542,1536,1441,1664,1569,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_027.jpg,train,0.30143583,1369,845,1532,1020,1386,868,1514,996,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_028.jpg,train,0.2789621,1522,1274,1602,1336,1498,1241,1626,1369,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_029.jpg,train,0.27019095,978,1428,1060,1506,955,1403,1083,1531,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_000.jpg,train,0.63964343,1086,1144,1230,1290,1094,1153,1222,1281,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_001.jpg,train,0.4884769,1268,1864,1331,1928,1235,1832,1363,1944,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_002.jpg,train,0.46169996,2263,1338,2347,1431,2241,1320,2369,1448,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_003.jpg,train,0.45464846,1852,1235,1909,1295,1816,1201,1944,1329,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_004.jpg,train,0.39487493,2325,1764,2409,1835,2303,1735,2431,1863,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_005.jpg,train,0.34440604,1910,381,1986,456,1884,354,2012,482,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_006.jpg,train,0.31774774,1119,1452,1175,1509,1083,1416,1211,1544,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_007.jpg,train,0.30417275,1138,208,1216,267,1113,173,1241,301,multispecies
train/images/1401063467-0005-T.jpg,1401063467-0005-T_crop_000.jpg,train,0.7066399,1067,920,1148,1011,1043,901,1171,1029,multispecies
train/images/1401063467-0005-T.jpg,1401063467-0005-T_crop_001.jpg,train,0.29696214,2147,891,2246,974,2132,868,2260,996,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_000.jpg,train,0.65528303,1192,894,1267,983,1165,874,1293,1002,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_001.jpg,train,0.5221885,2483,957,2544,1048,2449,938,2577,1066,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_002.jpg,train,0.50400406,2035,1726,2090,1784,1998,1691,2126,1819,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_003.jpg,train,0.4940395,1760,983,1825,1036,1728,945,1856,1073,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_004.jpg,train,0.4510222,1833,141,1894,198,1799,105,1927,233,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_005.jpg,train,0.44108212,748,678,807,732,713,641,841,769,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_006.jpg,train,0.42962375,744,678,820,740,718,645,846,773,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_007.jpg,train,0.4248548,469,1317,518,1373,429,1281,557,1409,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_008.jpg,train,0.37381136,844,994,899,1048,807,957,935,1085,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_009.jpg,train,0.33768046,2289,1667,2337,1714,2249,1626,2377,1754,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_010.jpg,train,0.33095917,422,1605,487,1670,390,1573,518,1701,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_011.jpg,train,0.3244074,1576,1646,1635,1701,1541,1609,1669,1737,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_012.jpg,train,0.32179862,1582,1320,1666,1444,1560,1318,1688,1446,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_013.jpg,train,0.2763778,2479,954,2563,1052,2457,939,2585,1067,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_014.jpg,train,0.2745532,453,1312,522,1375,423,1279,551,1407,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_015.jpg,train,0.27018762,535,883,588,942,497,848,625,976,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_016.jpg,train,0.26190716,922,1717,977,1764,885,1676,1013,1804,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_017.jpg,train,0.2614383,1589,1325,1655,1395,1558,1296,1686,1424,multispecies
train/images/1708161076-0004-R.jpg,1708161076-0004-R_crop_000.jpg,train,0.6669477,1294,789,1388,895,1277,778,1405,906,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_000.jpg,train,0.8309504,1349,740,1426,812,1323,712,1451,840,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_001.jpg,train,0.74774265,1000,948,1108,1046,990,933,1118,1061,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_002.jpg,train,0.7360247,1062,624,1134,688,1034,592,1162,720,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_003.jpg,train,0.69460535,720,551,799,650,695,536,823,664,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_004.jpg,train,0.65677476,1153,1084,1216,1157,1120,1056,1248,1184,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_005.jpg,train,0.6090303,1524,643,1622,733,1509,624,1637,752,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_006.jpg,train,0.5759507,1828,406,1894,473,1797,375,1925,503,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_007.jpg,train,0.48273757,2400,573,2472,645,2372,545,2500,673,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_008.jpg,train,0.47392815,2295,1515,2372,1579,2269,1483,2397,1611,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_009.jpg,train,0.4595741,1855,824,1959,898,1843,797,1971,925,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_010.jpg,train,0.3755983,892,1172,954,1249,859,1146,987,1274,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_011.jpg,train,0.3463754,1339,729,1436,820,1323,710,1451,838,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_012.jpg,train,0.31043544,1148,1077,1229,1167,1124,1058,1252,1186,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_013.jpg,train,0.2937567,1778,955,1829,1012,1739,919,1867,1047,multispecies
train/images/1405022890-0001-R.jpg,1405022890-0001-R_crop_014.jpg,train,0.2763675,708,123,761,175,670,85,798,213,multispecies
train/images/1305121398-0020-S.jpg,1305121398-0020-S_crop_000.jpg,train,0.759585,1049,1002,1156,1107,1038,990,1166,1118,multispecies
train/images/1709041080-0020-R.jpg,1709041080-0020-R_crop_000.jpg,train,0.7139665,1260,937,1413,1059,1272,934,1400,1062,multispecies
train/images/1703121298-0006-R.jpg,1703121298-0006-R_crop_000.jpg,train,0.4216642,1858,902,1963,1021,1846,897,1974,1025,multispecies
train/images/1703121298-0006-R.jpg,1703121298-0006-R_crop_001.jpg,train,0.27382144,1321,519,1424,620,1308,505,1436,633,multispecies
train/images/1305121398-0010-S.jpg,1305121398-0010-S_crop_000.jpg,train,0.844184,1196,1129,1321,1240,1194,1120,1322,1248,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_000.jpg,train,0.78026855,1250,913,1316,972,1219,878,1347,1006,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_001.jpg,train,0.6667489,329,1766,400,1831,300,1734,428,1862,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_002.jpg,train,0.6195029,1560,295,1637,360,1534,263,1662,391,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_003.jpg,train,0.6179671,1355,1356,1416,1410,1321,1319,1449,1447,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_004.jpg,train,0.5832903,311,1148,373,1211,278,1115,406,1243,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_005.jpg,train,0.56530535,1240,516,1309,586,1210,487,1338,615,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_006.jpg,train,0.4865241,1069,1573,1129,1637,1035,1541,1163,1669,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_007.jpg,train,0.46262944,971,239,1049,306,946,208,1074,336,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_008.jpg,train,0.439984,1367,1041,1427,1110,1333,1011,1461,1139,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_009.jpg,train,0.38895383,274,133,338,192,242,98,370,226,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_010.jpg,train,0.36106786,1075,722,1142,807,1044,700,1172,828,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_011.jpg,train,0.3455705,1369,1062,1480,1140,1360,1037,1488,1165,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_012.jpg,train,0.3378573,2359,467,2416,532,2323,435,2451,563,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_013.jpg,train,0.33616427,1424,1078,1476,1144,1386,1047,1514,1175,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_014.jpg,train,0.31640834,990,507,1051,568,956,473,1084,601,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_015.jpg,train,0.3143462,1166,709,1256,793,1147,687,1275,815,multispecies
train/images/1704282807-0006-R.jpg,1704282807-0006-R_crop_016.jpg,train,0.2712136,1351,1348,1423,1415,1323,1317,1451,1445,multispecies
train/images/1707180816-0009-T.jpg,1707180816-0009-T_crop_000.jpg,train,0.62502944,1163,780,1322,947,1178,799,1306,927,multispecies
train/images/1707180816-0009-T.jpg,1707180816-0009-T_crop_001.jpg,train,0.6228108,1165,844,1316,943,1176,829,1304,957,multispecies
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_crop_000.jpg,train,0.91376764,756,706,823,757,725,667,853,795,multispecies
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_crop_001.jpg,train,0.80279267,1285,1177,1342,1237,1249,1143,1377,1271,multispecies
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_crop_002.jpg,train,0.7346623,2130,1225,2218,1300,2110,1198,2238,1326,multispecies
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_crop_003.jpg,train,0.7043628,2395,1586,2466,1645,2366,1551,2494,1679,multispecies
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_crop_004.jpg,train,0.65338266,1865,1088,1962,1208,1849,1084,1977,1212,multispecies
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_crop_005.jpg,train,0.6444519,564,928,626,987,531,893,659,1021,multispecies
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_crop_006.jpg,train,0.6272573,908,1169,959,1224,869,1132,997,1260,multispecies
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_crop_007.jpg,train,0.61557996,2243,920,2310,996,2212,894,2340,1022,multispecies
train/images/1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_crop_008.jpg,train,0.6124369,1418,1540,1471,1601,1380,1506,1508,1634,multispecies
