original_image,crop_filename,split,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,dataset_source
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_003.jpg,train,0.8122709,963,1175,1026,1247,930,1147,1058,1275,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_004.jpg,train,0.79999703,1620,468,1682,532,1587,436,1715,564,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_005.jpg,train,0.7947863,1558,1058,1629,1138,1529,1034,1657,1162,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_006.jpg,train,0.78655446,443,905,497,978,406,877,534,1005,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_007.jpg,train,0.783808,1932,613,1984,673,1894,579,2022,707,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_008.jpg,train,0.7802623,1367,210,1430,272,1334,177,1462,305,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_009.jpg,train,0.73431236,315,1430,376,1486,281,1394,409,1522,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_010.jpg,train,0.7109531,253,930,310,988,217,895,345,1023,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_011.jpg,train,0.68160206,1941,404,2015,470,1914,373,2042,501,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_012.jpg,train,0.6668101,2468,501,2550,576,2445,474,2573,602,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_013.jpg,train,0.5668428,2468,501,2551,575,2445,474,2573,602,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_014.jpg,train,0.5173762,4,840,59,897,0,804,95,932,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_015.jpg,train,0.41103294,896,80,962,157,865,54,993,182,multispecies
train/images/1704282807-0007-R.jpg,1704282807-0007-R_crop_016.jpg,train,0.36373362,2538,272,2588,326,2499,235,2592,363,multispecies
train/images/1401080976-0008-T.jpg,1401080976-0008-T_crop_000.jpg,train,0.79712903,1169,955,1234,1018,1137,922,1265,1050,multispecies
train/images/1401080976-0008-T.jpg,1401080976-0008-T_crop_001.jpg,train,0.5366306,2195,620,2391,793,2229,642,2357,770,multispecies
train/images/1707180816-0005-T.jpg,1707180816-0005-T_crop_000.jpg,train,0.8827854,1382,863,1499,980,1376,857,1504,985,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_000.jpg,train,0.8373811,1753,680,1824,753,1724,652,1852,780,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_001.jpg,train,0.75718224,1379,842,1451,900,1351,807,1479,935,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_002.jpg,train,0.7503545,1380,842,1451,899,1351,806,1479,934,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_003.jpg,train,0.7206466,1386,1495,1433,1548,1345,1457,1473,1585,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_004.jpg,train,0.69628394,1879,1018,1921,1067,1836,978,1964,1106,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_005.jpg,train,0.69382596,677,1651,730,1704,639,1613,767,1741,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_006.jpg,train,0.6646213,702,331,755,373,664,288,792,416,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_007.jpg,train,0.6270922,853,47,922,114,823,16,951,144,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_008.jpg,train,0.61755395,529,1731,581,1802,491,1702,619,1830,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_009.jpg,train,0.6162623,1529,460,1568,498,1484,415,1612,543,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_010.jpg,train,0.5793604,451,164,515,231,419,133,547,261,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_011.jpg,train,0.57390016,2149,1659,2198,1709,2109,1620,2237,1748,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_012.jpg,train,0.5669746,1790,1026,1826,1068,1744,983,1872,1111,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_013.jpg,train,0.53978866,2280,9,2339,62,2245,0,2373,99,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_014.jpg,train,0.51752174,1552,1797,1597,1845,1510,1757,1638,1885,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_015.jpg,train,0.46846664,722,944,770,986,682,901,810,1029,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_016.jpg,train,0.45229957,1000,172,1040,212,956,128,1084,256,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_017.jpg,train,0.43897763,1002,171,1039,208,956,125,1084,253,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_018.jpg,train,0.4333403,1552,1800,1595,1850,1509,1761,1637,1889,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_019.jpg,train,0.3543132,1402,608,1441,646,1357,563,1485,691,multispecies
train/images/1701151546-0006-R_T.jpg,1701151546-0006-R_T_crop_020.jpg,train,0.2524498,2453,108,2504,166,2414,73,2542,201,multispecies
train/images/1708161076-0008-G.jpg,1708161076-0008-G_crop_000.jpg,train,0.8220677,1345,724,1507,877,1362,736,1490,864,multispecies
train/images/1709041080-0031-S.jpg,1709041080-0031-S_crop_000.jpg,train,0.8163697,1181,711,1363,884,1208,733,1336,861,multispecies
train/images/1305121398-0015-S.jpg,1305121398-0015-S_crop_000.jpg,train,0.87132806,834,1074,969,1200,837,1073,965,1201,multispecies
train/images/1709041080-0029-T.jpg,1709041080-0029-T_crop_000.jpg,train,0.80139995,975,1123,1122,1306,984,1150,1112,1278,multispecies
train/images/1709041080-0029-T.jpg,1709041080-0029-T_crop_001.jpg,train,0.28183264,1534,590,1597,680,1501,571,1629,699,multispecies
train/images/1305121398-0012-S.jpg,1305121398-0012-S_crop_000.jpg,train,0.77469283,1172,924,1267,1072,1155,934,1283,1062,multispecies
train/images/1408290968-0002-R.jpg,1408290968-0002-R_crop_000.jpg,train,0.71024036,1337,906,1403,987,1306,882,1434,1010,multispecies
train/images/1401063467-0010-T.jpg,1401063467-0010-T_crop_000.jpg,train,0.8367713,1119,941,1220,1031,1105,922,1233,1050,multispecies
train/images/1401063467-0010-T.jpg,1401063467-0010-T_crop_001.jpg,train,0.4745398,0,683,53,769,0,662,90,790,multispecies
train/images/1401063467-0010-T.jpg,1401063467-0010-T_crop_002.jpg,train,0.34876814,514,365,604,454,495,345,623,473,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_000.jpg,train,0.8434573,1418,1331,1506,1413,1398,1308,1526,1436,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_001.jpg,train,0.82025343,2106,574,2173,639,2075,542,2203,670,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_002.jpg,train,0.818363,1574,206,1638,274,1542,176,1670,304,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_003.jpg,train,0.8072721,1281,1540,1343,1618,1248,1515,1376,1643,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_004.jpg,train,0.80237895,621,1091,698,1162,595,1062,723,1190,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_005.jpg,train,0.80017596,609,1582,697,1662,589,1558,717,1686,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_006.jpg,train,0.79325837,55,428,110,493,18,396,146,524,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_007.jpg,train,0.78441405,675,555,736,628,641,527,769,655,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_008.jpg,train,0.7765466,1036,299,1106,367,1007,269,1135,397,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_009.jpg,train,0.76414716,508,1843,565,1926,472,1820,600,1944,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_010.jpg,train,0.7611334,2079,1708,2156,1776,2053,1678,2181,1806,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_011.jpg,train,0.75837946,889,209,958,274,859,177,987,305,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_012.jpg,train,0.74069375,956,28,1025,100,926,0,1054,128,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_013.jpg,train,0.7252075,2475,394,2553,458,2450,362,2578,490,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_014.jpg,train,0.6926859,1729,112,1786,177,1693,80,1821,208,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_015.jpg,train,0.5605402,52,427,108,493,16,396,144,524,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_016.jpg,train,0.53946877,2179,302,2267,368,2159,271,2287,399,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_017.jpg,train,0.5250899,436,857,507,934,407,831,535,959,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_018.jpg,train,0.50884014,1908,1475,1989,1551,1884,1449,2012,1577,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_019.jpg,train,0.47047257,2479,395,2556,459,2453,363,2581,491,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_020.jpg,train,0.38849163,1905,1476,1990,1561,1883,1454,2011,1582,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_021.jpg,train,0.37869206,834,310,892,369,799,275,927,403,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_022.jpg,train,0.29063076,1812,674,1853,715,1768,630,1896,758,multispecies
train/images/1704282807-0005-R.jpg,1704282807-0005-R_crop_023.jpg,train,0.25623864,835,311,892,369,799,276,927,404,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_000.jpg,train,0.8631745,1460,702,1569,801,1450,687,1578,815,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_001.jpg,train,0.82664603,1564,1473,1631,1538,1533,1441,1661,1569,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_002.jpg,train,0.8200946,508,1818,588,1907,484,1798,612,1926,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_003.jpg,train,0.8007655,777,1059,827,1120,738,1025,866,1153,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_004.jpg,train,0.79856056,988,1432,1052,1507,956,1405,1084,1533,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_005.jpg,train,0.7975871,1526,1284,1590,1339,1494,1247,1622,1375,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_006.jpg,train,0.78783506,1792,1187,1849,1242,1756,1150,1884,1278,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_007.jpg,train,0.7738292,888,1509,947,1575,853,1478,981,1606,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_008.jpg,train,0.7613208,2064,660,2123,724,2029,628,2157,756,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_009.jpg,train,0.7468292,980,104,1057,176,954,76,1082,204,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_010.jpg,train,0.74637806,1014,1707,1062,1778,974,1678,1102,1806,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_011.jpg,train,0.72931314,2172,102,2241,164,2142,69,2270,197,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_012.jpg,train,0.7201606,246,648,300,706,209,613,337,741,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_013.jpg,train,0.7173062,1758,1498,1816,1546,1723,1458,1851,1586,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_014.jpg,train,0.69459677,1297,732,1354,784,1261,694,1389,822,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_015.jpg,train,0.68618244,810,1882,865,1940,773,1847,901,1944,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_016.jpg,train,0.6631601,1077,276,1131,331,1040,239,1168,367,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_017.jpg,train,0.63409674,647,871,736,939,627,841,755,969,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_018.jpg,train,0.62269646,285,67,355,133,256,36,384,164,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_019.jpg,train,0.59558,2216,1300,2263,1345,2175,1258,2303,1386,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_020.jpg,train,0.570574,1982,727,2023,767,1938,683,2066,811,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_021.jpg,train,0.55285025,20,416,70,471,0,379,109,507,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_022.jpg,train,0.5374423,66,1468,114,1519,26,1429,154,1557,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_023.jpg,train,0.5292266,682,871,735,935,644,839,772,967,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_024.jpg,train,0.42514524,641,892,676,939,594,851,722,979,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_025.jpg,train,0.33904976,1362,852,1531,1024,1382,874,1510,1002,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_026.jpg,train,0.3314015,2112,1730,2179,1802,2081,1702,2209,1830,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_027.jpg,train,0.30427518,969,1183,1025,1237,933,1146,1061,1274,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_028.jpg,train,0.28923446,2113,1727,2181,1793,2083,1696,2211,1824,multispecies
train/images/1704282807-0012-R_T.jpg,1704282807-0012-R_T_crop_029.jpg,train,0.27334213,2172,103,2240,167,2142,71,2270,199,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_000.jpg,train,0.86337316,1083,1137,1231,1288,1093,1148,1221,1276,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_001.jpg,train,0.6802621,2258,1345,2345,1431,2237,1324,2365,1452,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_002.jpg,train,0.6568961,1114,1447,1174,1515,1080,1417,1208,1545,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_003.jpg,train,0.62899894,2326,1761,2414,1844,2306,1738,2434,1866,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_004.jpg,train,0.6044149,1906,375,1984,453,1881,350,2009,478,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_005.jpg,train,0.53569126,2193,999,2269,1073,2167,972,2295,1100,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_006.jpg,train,0.51390946,1460,248,1531,325,1431,222,1559,350,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_007.jpg,train,0.4135813,1848,1231,1910,1300,1815,1201,1943,1329,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_008.jpg,train,0.3717736,534,1614,593,1705,499,1595,627,1723,multispecies
train/images/1307210661-0009-R.jpg,1307210661-0009-R_crop_009.jpg,train,0.2721711,1112,142,1215,268,1099,141,1227,269,multispecies
train/images/1401063467-0005-T.jpg,1401063467-0005-T_crop_000.jpg,train,0.83048785,1068,923,1143,1010,1041,902,1169,1030,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_000.jpg,train,0.77483594,1582,1321,1666,1446,1560,1319,1688,1447,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_001.jpg,train,0.7482338,1572,1637,1641,1710,1542,1609,1670,1737,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_002.jpg,train,0.73510563,2482,957,2569,1046,2461,937,2589,1065,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_003.jpg,train,0.73193616,1754,972,1830,1040,1728,942,1856,1070,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_004.jpg,train,0.7186074,742,675,816,747,715,647,843,775,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_005.jpg,train,0.65959084,955,675,1018,739,922,643,1050,771,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_006.jpg,train,0.6580624,1187,898,1264,980,1161,875,1289,1003,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_007.jpg,train,0.65364075,1181,1757,1241,1828,1147,1728,1275,1856,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_008.jpg,train,0.6309734,835,995,899,1048,803,957,931,1085,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_009.jpg,train,0.6020308,2036,1728,2091,1784,1999,1692,2127,1820,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_010.jpg,train,0.5984122,415,1607,487,1669,387,1574,515,1702,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_011.jpg,train,0.57961804,1604,272,1675,347,1575,245,1703,373,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_012.jpg,train,0.51983565,2363,843,2421,907,2328,811,2456,939,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_013.jpg,train,0.50365406,529,875,621,954,511,850,639,978,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_014.jpg,train,0.5021897,1445,1002,1530,1083,1423,978,1551,1106,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_015.jpg,train,0.4896881,1829,130,1907,197,1804,99,1932,227,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_016.jpg,train,0.48394176,461,1314,517,1371,425,1278,553,1406,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_017.jpg,train,0.48384905,193,28,274,97,169,0,297,126,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_018.jpg,train,0.41283348,1830,135,1905,198,1803,102,1931,230,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_019.jpg,train,0.38602182,1165,329,1237,399,1137,300,1265,428,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_020.jpg,train,0.37533057,1292,1207,1366,1265,1265,1172,1393,1300,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_021.jpg,train,0.3605783,1166,329,1233,399,1135,300,1263,428,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_022.jpg,train,0.34967694,912,406,956,475,870,376,998,504,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_023.jpg,train,0.3402275,909,1718,972,1763,876,1676,1004,1804,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_024.jpg,train,0.33997458,2363,842,2418,906,2326,810,2454,938,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_025.jpg,train,0.29500192,1165,330,1233,399,1135,300,1263,428,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_026.jpg,train,0.28489134,905,1719,975,1767,876,1679,1004,1807,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_027.jpg,train,0.26951778,2291,1670,2338,1711,2250,1626,2378,1754,multispecies
train/images/1307210661-0002-R.jpg,1307210661-0002-R_crop_028.jpg,train,0.26611978,1356,122,1434,187,1331,90,1459,218,multispecies
train/images/1708161076-0004-R.jpg,1708161076-0004-R_crop_000.jpg,train,0.8352198,1294,797,1382,897,1274,783,1402,911,multispecies
train/images/1708161076-0004-R.jpg,1708161076-0004-R_crop_001.jpg,train,0.27146256,394,1697,437,1745,351,1657,479,1785,multispecies
