original_image,crop_filename,split,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,dataset_source,ground_truth_class
val\images\1701151546-0004-R_T.jpg,1701151546-0004-R_T_crop_000.jpg,val,0.29392123,7,0,2587,1935,1233,903,1361,1031,multispecies,0
val\images\1701151546-0005-R.jpg,1701151546-0005-R_crop_000.jpg,val,0.29662415,9,1,2586,1936,1233,904,1361,1032,multispecies,0
val\images\1701151546-0013-R_T.jpg,1701151546-0013-R_T_crop_000.jpg,val,0.30925402,10,9,2585,1939,1233,910,1361,1038,multispecies,0
val\images\1703121298-0006-R.jpg,1703121298-0006-R_crop_000.jpg,val,0.4418708,9,4,2586,1934,1233,905,1361,1033,multispecies,0
val\images\1704282807-0002-R.jpg,1704282807-0002-R_crop_000.jpg,val,0.47981262,12,6,2585,1929,1234,903,1362,1031,multispecies,0
val\images\1707180816-0001-G_R.jpg,1707180816-0001-G_R_crop_000.jpg,val,0.4923619,5,9,2582,1928,1229,904,1357,1032,multispecies,0
val\images\1707180816-0004-R.jpg,1707180816-0004-R_crop_000.jpg,val,0.4197144,4,1,2585,1922,1230,897,1358,1025,multispecies,0
val\images\1707180816-0007-T.jpg,1707180816-0007-T_crop_000.jpg,val,0.35929123,4,4,2583,1920,1229,898,1357,1026,multispecies,1
val\images\1707180816-0018-G.jpg,1707180816-0018-G_crop_000.jpg,val,0.25739768,18,2,2588,1898,1239,886,1367,1014,multispecies,2
val\images\1708161076-0008-G.jpg,1708161076-0008-G_crop_000.jpg,val,0.34649345,8,5,2588,1935,1234,906,1362,1034,multispecies,2
val\images\1708161076-0009-R.jpg,1708161076-0009-R_crop_000.jpg,val,0.27517688,11,7,2585,1936,1234,907,1362,1035,multispecies,0
val\images\1709041080-0015-R.jpg,1709041080-0015-R_crop_000.jpg,val,0.63603354,8,8,2585,1932,1232,906,1360,1034,multispecies,0
val\images\1709041080-0020-R.jpg,1709041080-0020-R_crop_000.jpg,val,0.39041913,6,6,2586,1935,1232,906,1360,1034,multispecies,0
val\images\1709041080-0029-T.jpg,1709041080-0029-T_crop_000.jpg,val,0.50910586,3,2,2585,1916,1230,895,1358,1023,multispecies,1
test\images\1401080976-0009-S_T.jpg,1401080976-0009-S_T_crop_000.jpg,test,0.3139696,7,6,2585,1919,1232,898,1360,1026,multispecies,0
test\images\1703121298-0007-R.jpg,1703121298-0007-R_crop_000.jpg,test,0.3383299,2,14,2581,1928,1227,907,1355,1035,multispecies,0
test\images\1704282807-0021-T_G_R.jpg,1704282807-0021-T_G_R_crop_000.jpg,test,0.45772865,7,1,2584,1933,1231,903,1359,1031,multispecies,0
test\images\1707180816-0010-T.jpg,1707180816-0010-T_crop_000.jpg,test,0.3513491,12,3,2586,1925,1235,900,1363,1028,multispecies,1
test\images\1709041080-0024-R.jpg,1709041080-0024-R_crop_000.jpg,test,0.46529356,16,24,2584,1933,1236,914,1364,1042,multispecies,0
test\images\1709041080-0025-R_T.jpg,1709041080-0025-R_T_crop_000.jpg,test,0.4492475,8,2,2586,1933,1233,903,1361,1031,multispecies,0
test\images\1709041080-0028-T.jpg,1709041080-0028-T_crop_000.jpg,test,0.5487051,5,9,2582,1933,1229,907,1357,1035,multispecies,1
test\images\1709041080-0036-S_R.jpg,1709041080-0036-S_R_crop_000.jpg,test,0.48660213,7,0,2582,1927,1230,899,1358,1027,multispecies,0
test\images\1709041080-0037-S.jpg,1709041080-0037-S_crop_000.jpg,test,0.41515177,7,11,2578,1933,1228,908,1356,1036,multispecies,3
