image_id,image_path,original_path,dataset,original_class,original_species,unified_class,unified_class_name,quality_score,original_size,processed_size,sharpness,contrast,brightness,dark_ratio,bright_ratio,bbox_x,bbox_y,bbox_w,bbox_h,original_bbox_x,original_bbox_y,original_bbox_w,original_bbox_h,object_id,unified_image_path
11,images/mp_idb_P_falciparum_1704282807-0013-R_T_obj11.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0013-R_T.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.959991362188991,20.22915628197229,137.40673463458313,0.0014263180790529,0.0,248.0,279.0,15.0,13.0,1006.0,806.0,63.0,53.0,1704282807-0013-R_T_obj11,images/P_falciparum/mp_idb_P_falciparum_000011.jpg
588,images/mp_idb_P_falciparum_1704282807-0005-R_obj02.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0005-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.725017233022893,20.58451064002937,143.90869024030889,0.0013108154879845,0.0,151.0,472.0,20.0,17.0,612.0,1588.0,81.0,69.0,1704282807-0005-R_obj02,images/P_falciparum/mp_idb_P_falciparum_000588.jpg
1227,images/mp_idb_P_falciparum_1701151546-0014-R_obj49.jpg,data/raw/mp_idb/Falciparum/img/1701151546-0014-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,50.0,2592x1944,640x640,11.352079669451353,38.65645497564884,180.0935876613067,0.0011391492658639,0.2034586079992887,140.0,126.0,6.0,4.0,568.0,189.0,25.0,20.0,1701151546-0014-R_obj49,images/P_falciparum/mp_idb_P_falciparum_001227.jpg
968,images/mp_idb_P_falciparum_1408161544-0002-R_S_obj00.jpg,data/raw/mp_idb/Falciparum/img/1408161544-0002-R_S.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,150.75172219293475,23.84557487573344,159.29012583828683,0.0009325544251384,0.0,284.0,394.0,17.0,25.0,1152.0,1272.0,71.0,102.0,1408161544-0002-R_S_obj00,images/P_falciparum/mp_idb_P_falciparum_000968.jpg
538,images/mp_idb_P_falciparum_1307210661-0005-R_obj14.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0005-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,205.56636119253372,23.563361783571565,144.87115289050195,0.0004344246938982,0.0,618.0,283.0,16.0,18.0,2504.0,824.0,65.0,74.0,1307210661-0005-R_obj14,images/P_falciparum/mp_idb_P_falciparum_000538.jpg
156,images/mp_idb_P_falciparum_1307210661-0001-R_obj10.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0001-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,211.87324556221947,23.824241725114224,154.22362313766956,0.000868452471676,0.0,50.0,434.0,15.0,14.0,206.0,1436.0,61.0,59.0,1307210661-0001-R_obj10,images/P_falciparum/mp_idb_P_falciparum_000156.jpg
715,images/mp_idb_P_falciparum_1307210661-0010-R_obj20.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0010-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,212.3731508377603,22.19489391290697,151.42854299236652,0.0004737193898287,0.0,140.0,368.0,13.0,14.0,567.0,1169.0,53.0,59.0,1307210661-0010-R_obj20,images/P_falciparum/mp_idb_P_falciparum_000715.jpg
136,images/mp_idb_P_falciparum_1704282807-0012-R_T_obj20.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0012-R_T.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.694016395837075,22.870924537784404,140.5157603483971,0.0013739251511456,0.0,58.0,239.0,15.0,14.0,238.0,646.0,64.0,57.0,1704282807-0012-R_T_obj20,images/P_falciparum/mp_idb_P_falciparum_000136.jpg
80,images/mp_idb_P_falciparum_1701151546-0004-R_T_obj03.jpg,data/raw/mp_idb/Falciparum/img/1701151546-0004-R_T.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,8.922957543878617,35.12525167540459,159.49622374002948,0.001134584730478,4.901914088299548e-05,337.0,448.0,11.0,10.0,1368.0,1494.0,45.0,42.0,1701151546-0004-R_T_obj03,images/P_falciparum/mp_idb_P_falciparum_000080.jpg
868,images/mp_idb_P_falciparum_1704282807-0019-R_G_obj16.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0019-R_G.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.655637726206817,29.854235631214586,138.4860098975004,0.0014215550856068,0.0,427.0,354.0,16.0,14.0,1733.0,1112.0,68.0,57.0,1704282807-0019-R_G_obj16,images/P_falciparum/mp_idb_P_falciparum_000868.jpg
855,images/mp_idb_P_falciparum_1704282807-0019-R_G_obj03.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0019-R_G.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.655637726206817,29.854235631214586,138.4860098975004,0.0014215550856068,0.0,72.0,515.0,13.0,13.0,294.0,1763.0,54.0,53.0,1704282807-0019-R_G_obj03,images/P_falciparum/mp_idb_P_falciparum_000855.jpg
812,images/mp_idb_P_falciparum_1704282807-0021-T_G_R_obj12.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0021-T_G_R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,14.593867228455492,38.19499719121703,146.02342340947772,0.0024717951404765,1.984580602550424e-07,137.0,308.0,17.0,16.0,557.0,927.0,72.0,66.0,1704282807-0021-T_G_R_obj12,images/P_falciparum/mp_idb_P_falciparum_000812.jpg
987,images/mp_idb_P_falciparum_1307210661-0006-R_obj16.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0006-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,207.65609757833917,22.03231524725864,145.6145470155083,0.0005088464664939,0.0,69.0,321.0,17.0,17.0,281.0,977.0,70.0,72.0,1307210661-0006-R_obj16,images/P_falciparum/mp_idb_P_falciparum_000987.jpg
558,images/mp_idb_P_falciparum_1307210661-0004-R_obj07.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0004-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,205.8011207752843,23.214544216324395,145.4164362568587,0.0006612622567698,0.0,220.0,395.0,13.0,16.0,894.0,1277.0,56.0,66.0,1307210661-0004-R_obj07,images/P_falciparum/mp_idb_P_falciparum_000558.jpg
771,images/mp_idb_P_falciparum_1701151546-0015-R_T_obj32.jpg,data/raw/mp_idb/Falciparum/img/1701151546-0015-R_T.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,50.0,2592x1944,640x640,8.608448147336064,37.530368812478606,186.6157129566123,0.001083184092872,0.2247986047604531,340.0,121.0,12.0,13.0,1379.0,169.0,50.0,53.0,1701151546-0015-R_T_obj32,images/P_falciparum/mp_idb_P_falciparum_000771.jpg
526,images/mp_idb_P_falciparum_1307210661-0005-R_obj02.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0005-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,205.56636119253372,23.563361783571565,144.87115289050195,0.0004344246938982,0.0,337.0,467.0,17.0,12.0,1365.0,1571.0,70.0,49.0,1307210661-0005-R_obj02,images/P_falciparum/mp_idb_P_falciparum_000526.jpg
635,images/mp_idb_P_falciparum_1704282807-0017-R_obj31.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0017-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,50.0,2592x1944,640x640,8.516583498857639,30.452934689677782,184.3791279276533,0.0010377371970736,0.1188483955062744,432.0,99.0,11.0,13.0,1750.0,79.0,47.0,53.0,1704282807-0017-R_obj31,images/P_falciparum/mp_idb_P_falciparum_000635.jpg
1124,images/mp_idb_P_falciparum_1704282807-0015-R_obj13.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0015-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.91864903355326,26.169490287126933,153.14712311226694,0.0013923817507493,0.0,255.0,236.0,15.0,12.0,1035.0,635.0,62.0,51.0,1704282807-0015-R_obj13,images/P_falciparum/mp_idb_P_falciparum_001124.jpg
47,images/mp_idb_P_falciparum_1704282807-0004-R_T_obj06.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0004-R_T.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.627288238340572,28.325015539674645,132.89891360088654,0.0014402101432708,0.0,257.0,206.0,17.0,16.0,1042.0,513.0,70.0,65.0,1704282807-0004-R_T_obj06,images/P_falciparum/mp_idb_P_falciparum_000047.jpg
886,images/mp_idb_P_falciparum_1704282807-0019-R_G_obj34.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0019-R_G.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.655637726206817,29.854235631214586,138.4860098975004,0.0014215550856068,0.0,455.0,143.0,14.0,14.0,1843.0,257.0,60.0,57.0,1704282807-0019-R_G_obj34,images/P_falciparum/mp_idb_P_falciparum_000886.jpg
1229,images/mp_idb_P_falciparum_1701151546-0014-R_obj51.jpg,data/raw/mp_idb/Falciparum/img/1701151546-0014-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,50.0,2592x1944,640x640,11.352079669451353,38.65645497564884,180.0935876613067,0.0011391492658639,0.2034586079992887,505.0,122.0,3.0,4.0,2047.0,173.0,13.0,17.0,1701151546-0014-R_obj51,images/P_falciparum/mp_idb_P_falciparum_001229.jpg
1306,images/mp_idb_P_malariae_1401080976-0005-T_obj00.jpg,data/raw/mp_idb/Malariae/img/1401080976-0005-T.jpg,mp_idb,infected,P_malariae,2,P_malariae,100.0,2592x1944,640x640,134.9304780626286,33.144987424341814,146.37006037888025,0.0003006639612863,0.0,216.0,437.0,17.0,18.0,878.0,1446.0,72.0,75.0,1401080976-0005-T_obj00,images/P_malariae/mp_idb_P_malariae_001306.jpg
198,images/mp_idb_P_falciparum_1704282807-0016-R_obj16.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0016-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,8.366890814037069,30.09309717048394,177.6837027034751,0.001213174122339,0.0147773856246507,542.0,262.0,6.0,8.0,2198.0,741.0,26.0,35.0,1704282807-0016-R_obj16,images/P_falciparum/mp_idb_P_falciparum_000198.jpg
221,images/mp_idb_P_falciparum_1405022890-0002-R_obj10.jpg,data/raw/mp_idb/Falciparum/img/1405022890-0002-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,179.22725105554807,31.667874412536698,156.3750839477595,0.0006162122770919,0.0,62.0,342.0,21.0,21.0,252.0,1062.0,86.0,88.0,1405022890-0002-R_obj10,images/P_falciparum/mp_idb_P_falciparum_000221.jpg
1005,images/mp_idb_P_falciparum_1307210661-0009-R_obj06.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0009-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,213.6162856470118,20.832567840791963,157.16455804977645,0.0003911608367626,0.0,470.0,173.0,17.0,17.0,1904.0,379.0,70.0,70.0,1307210661-0009-R_obj06,images/P_falciparum/mp_idb_P_falciparum_001005.jpg
630,images/mp_idb_P_falciparum_1704282807-0017-R_obj26.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0017-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,50.0,2592x1944,640x640,8.516583498857639,30.452934689677782,184.3791279276533,0.0010377371970736,0.1188483955062744,151.0,150.0,15.0,15.0,613.0,287.0,64.0,61.0,1704282807-0017-R_obj26,images/P_falciparum/mp_idb_P_falciparum_000630.jpg
1119,images/mp_idb_P_falciparum_1704282807-0015-R_obj08.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0015-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.91864903355326,26.169490287126933,153.14712311226694,0.0013923817507493,0.0,443.0,317.0,13.0,19.0,1796.0,961.0,54.0,80.0,1704282807-0015-R_obj08,images/P_falciparum/mp_idb_P_falciparum_001119.jpg
998,images/mp_idb_P_falciparum_1409171742-0005-R_obj01.jpg,data/raw/mp_idb/Falciparum/img/1409171742-0005-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,55.0,2592x1944,640x640,132.03296103083315,32.85348281775555,200.28833673887365,0.0008351115175532,0.3059824388431642,299.0,252.0,35.0,30.0,1213.0,699.0,142.0,124.0,1409171742-0005-R_obj01,images/P_falciparum/mp_idb_P_falciparum_000998.jpg
15,images/mp_idb_P_falciparum_1704282807-0013-R_T_obj15.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0013-R_T.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.959991362188991,20.22915628197229,137.40673463458313,0.0014263180790529,0.0,593.0,252.0,9.0,14.0,2403.0,699.0,37.0,57.0,1704282807-0013-R_T_obj15,images/P_falciparum/mp_idb_P_falciparum_000015.jpg
1158,images/mp_idb_P_falciparum_1405022890-0003-R_obj04.jpg,data/raw/mp_idb/Falciparum/img/1405022890-0003-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,183.323990735238,33.06936338866551,166.19679855395518,0.0005483396204846,8.09708885840573e-05,292.0,427.0,17.0,16.0,1184.0,1406.0,69.0,67.0,1405022890-0003-R_obj04,images/P_falciparum/mp_idb_P_falciparum_001158.jpg
532,images/mp_idb_P_falciparum_1307210661-0005-R_obj08.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0005-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,205.56636119253372,23.563361783571565,144.87115289050195,0.0004344246938982,0.0,264.0,394.0,19.0,14.0,1070.0,1273.0,77.0,60.0,1307210661-0005-R_obj08,images/P_falciparum/mp_idb_P_falciparum_000532.jpg
772,images/mp_idb_P_falciparum_1701151546-0015-R_T_obj33.jpg,data/raw/mp_idb/Falciparum/img/1701151546-0015-R_T.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,50.0,2592x1944,640x640,8.608448147336064,37.530368812478606,186.6157129566123,0.001083184092872,0.2247986047604531,230.0,114.0,11.0,15.0,932.0,141.0,48.0,62.0,1701151546-0015-R_T_obj33,images/P_falciparum/mp_idb_P_falciparum_000772.jpg
174,images/mp_idb_P_falciparum_1307210661-0001-R_obj28.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0001-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,211.87324556221947,23.824241725114224,154.22362313766956,0.000868452471676,0.0,228.0,222.0,16.0,14.0,926.0,576.0,66.0,57.0,1307210661-0001-R_obj28,images/P_falciparum/mp_idb_P_falciparum_000174.jpg
1278,images/mp_idb_P_malariae_1312132815-0011-S_obj00.jpg,data/raw/mp_idb/Malariae/img/1312132815-0011-S.jpg,mp_idb,infected,P_malariae,2,P_malariae,100.0,2592x1944,640x640,142.6926146485901,29.573510752111613,193.70242245846669,0.0001925043184473,0.0842246084819387,318.0,346.0,25.0,23.0,1288.0,1079.0,105.0,96.0,1312132815-0011-S_obj00,images/P_malariae/mp_idb_P_malariae_001278.jpg
711,images/mp_idb_P_falciparum_1307210661-0010-R_obj16.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0010-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,212.3731508377603,22.19489391290697,151.42854299236652,0.0004737193898287,0.0,360.0,397.0,17.0,20.0,1458.0,1287.0,69.0,81.0,1307210661-0010-R_obj16,images/P_falciparum/mp_idb_P_falciparum_000711.jpg
516,images/mp_idb_P_falciparum_1701151546-0011-R_T_obj11.jpg,data/raw/mp_idb/Falciparum/img/1701151546-0011-R_T.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,8.975934825370915,39.10061489368074,174.13542182657622,0.00121396795458,0.0204850394375857,623.0,218.0,10.0,9.0,2527.0,562.0,44.0,40.0,1701151546-0011-R_T_obj11,images/P_falciparum/mp_idb_P_falciparum_000516.jpg
1257,images/mp_idb_P_falciparum_1704282807-0011-R_T_obj06.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0011-R_T.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.669886740565446,21.4363430826958,139.9815707876086,0.0014719634329116,0.0,375.0,378.0,10.0,15.0,1521.0,1207.0,43.0,63.0,1704282807-0011-R_T_obj06,images/P_falciparum/mp_idb_P_falciparum_001257.jpg
188,images/mp_idb_P_falciparum_1704282807-0016-R_obj06.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0016-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,8.366890814037069,30.09309717048394,177.6837027034751,0.001213174122339,0.0147773856246507,562.0,394.0,12.0,17.0,2277.0,1273.0,50.0,71.0,1704282807-0016-R_obj06,images/P_falciparum/mp_idb_P_falciparum_000188.jpg
31,images/mp_idb_P_falciparum_1704282807-0003-R_obj07.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0003-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.649980921671515,24.877050220729185,139.17535813741554,0.0012213109028095,0.0,176.0,320.0,6.0,9.0,713.0,975.0,25.0,39.0,1704282807-0003-R_obj07,images/P_falciparum/mp_idb_P_falciparum_000031.jpg
643,images/mp_idb_P_falciparum_1701151546-0009-R_obj05.jpg,data/raw/mp_idb/Falciparum/img/1701151546-0009-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,8.21907864423884,33.54874591643672,158.9547152444368,0.001292557346441,0.0,214.0,389.0,10.0,10.0,868.0,1255.0,44.0,43.0,1701151546-0009-R_obj05,images/P_falciparum/mp_idb_P_falciparum_000643.jpg
334,images/mp_idb_P_falciparum_1409191647-0005-R_obj03.jpg,data/raw/mp_idb/Falciparum/img/1409191647-0005-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,126.7552647016782,20.63638549803134,132.19435910747853,0.001144706091551,0.0,463.0,231.0,30.0,26.0,1878.0,613.0,122.0,107.0,1409191647-0005-R_obj03,images/P_falciparum/mp_idb_P_falciparum_000334.jpg
847,images/mp_idb_P_falciparum_1704282807-0008-R_obj14.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0008-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,7.685933583183579,21.48903775399696,140.47076236473097,0.0013894048798455,0.0,184.0,291.0,15.0,13.0,748.0,857.0,61.0,56.0,1704282807-0008-R_obj14,images/P_falciparum/mp_idb_P_falciparum_000847.jpg
986,images/mp_idb_P_falciparum_1307210661-0006-R_obj15.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0006-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,207.65609757833917,22.03231524725864,145.6145470155083,0.0005088464664939,0.0,340.0,321.0,17.0,18.0,1379.0,980.0,70.0,75.0,1307210661-0006-R_obj15,images/P_falciparum/mp_idb_P_falciparum_000986.jpg
366,images/mp_idb_P_falciparum_1405022890-0004-R_obj17.jpg,data/raw/mp_idb/Falciparum/img/1405022890-0004-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,187.56264211409348,33.13712673617378,156.55435170896206,0.0006840849336991,1.230439973581263e-05,341.0,124.0,25.0,22.0,1383.0,181.0,102.0,91.0,1405022890-0004-R_obj17,images/P_falciparum/mp_idb_P_falciparum_000366.jpg
911,images/mp_idb_P_falciparum_1701151546-0010-R_obj16.jpg,data/raw/mp_idb/Falciparum/img/1701151546-0010-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,8.256693117576754,31.42562243256952,163.4849707710969,0.0011508582914189,0.0,135.0,177.0,9.0,6.0,549.0,396.0,40.0,25.0,1701151546-0010-R_obj16,images/P_falciparum/mp_idb_P_falciparum_000911.jpg
789,images/mp_idb_P_falciparum_1701151546-0012-R_obj11.jpg,data/raw/mp_idb/Falciparum/img/1701151546-0012-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,70.0,2592x1944,640x640,8.801652164780045,33.97267935723781,156.07244929793475,0.0013471333130112,0.0,548.0,317.0,5.0,5.0,2223.0,961.0,23.0,23.0,1701151546-0012-R_obj11,images/P_falciparum/mp_idb_P_falciparum_000789.jpg
1177,images/mp_idb_P_falciparum_1405022890-0003-R_obj23.jpg,data/raw/mp_idb/Falciparum/img/1405022890-0003-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,183.323990735238,33.06936338866551,166.19679855395518,0.0005483396204846,8.09708885840573e-05,486.0,96.0,23.0,23.0,1971.0,65.0,94.0,95.0,1405022890-0003-R_obj23,images/P_falciparum/mp_idb_P_falciparum_001177.jpg
1307,images/mp_idb_P_malariae_1401080976-0005-T_obj01.jpg,data/raw/mp_idb/Malariae/img/1401080976-0005-T.jpg,mp_idb,infected,P_malariae,2,P_malariae,100.0,2592x1944,640x640,134.9304780626286,33.144987424341814,146.37006037888025,0.0003006639612863,0.0,413.0,283.0,25.0,21.0,1676.0,824.0,102.0,89.0,1401080976-0005-T_obj01,images/P_malariae/mp_idb_P_malariae_001307.jpg
626,images/mp_idb_P_falciparum_1704282807-0017-R_obj22.jpg,data/raw/mp_idb/Falciparum/img/1704282807-0017-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,50.0,2592x1944,640x640,8.516583498857639,30.452934689677782,184.3791279276533,0.0010377371970736,0.1188483955062744,168.0,217.0,14.0,14.0,682.0,557.0,58.0,59.0,1704282807-0017-R_obj22,images/P_falciparum/mp_idb_P_falciparum_000626.jpg
243,images/mp_idb_P_falciparum_1307210661-0008-R_obj14.jpg,data/raw/mp_idb/Falciparum/img/1307210661-0008-R.jpg,mp_idb,infected,P_falciparum,0,P_falciparum,100.0,2592x1944,640x640,212.39393081245868,20.766150000774807,155.25979251606717,0.0003490877279886,0.0,373.0,358.0,15.0,16.0,1511.0,1129.0,61.0,67.0,1307210661-0008-R_obj14,images/P_falciparum/mp_idb_P_falciparum_000243.jpg
1373,images/mp_idb_P_vivax_1703121298-0015-R_obj04.jpg,data/raw/mp_idb/Vivax/img/1703121298-0015-R.jpg,mp_idb,infected,P_vivax,1,P_vivax,70.0,2592x1944,640x640,8.165574341613572,28.19447029340709,150.83953931533557,0.0011893591551084,0.0,278.0,128.0,22.0,20.0,1126.0,196.0,90.0,85.0,1703121298-0015-R_obj04,images/P_vivax/mp_idb_P_vivax_001373.jpg
